query_source,query_step,query_action,query_phase,query_reason,query_target_kind,neighbor_source,neighbor_step,neighbor_action,neighbor_phase,neighbor_reason,neighbor_target_kind,observation_distance,causal_memory_distance,post_decision_leakage_distance,observation_knn_disagreement,causal_knn_disagreement
teacher_real_micro_20260803_034023_674665/episode_01,0,RIGHT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_07,0,LEFT,support_departure,depart_support_platform,normal,0.7578006049096253,0.37890030245481265,0.5492236165202518,0.2,0.2
teacher_real_micro_20260803_034023_674665/episode_01,1,RIGHT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_05,3,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,1.0551543097081837,0.7548048833629051,1.2099082643281571,0.4,0.0
teacher_real_micro_20260803_034023_674665/episode_01,2,RIGHT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_05,4,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,1.0886374743402039,1.2138006239726487,1.2209851092662112,0.4,0.4
teacher_real_micro_20260803_034023_674665/episode_01,3,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_09,100,RIGHT,support_departure,depart_support_platform,normal,0.8186737624024192,0.46499526464335916,1.1865533693012655,0.4,0.4
teacher_real_micro_20260803_034023_674665/episode_01,5,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_10,6,RELEASE_ALL,aligned,aligned_with_visible_safe_platform,normal,0.6921720502761214,0.46246185239400195,0.9364798728390091,1.0,1.0
teacher_real_micro_20260803_034023_674665/episode_01,6,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_10,7,RIGHT,support_departure,depart_support_platform,normal,0.5990865398048641,0.8793917767652584,0.654383836624181,0.6,0.0
teacher_real_micro_20260803_034023_674665/episode_01,7,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_10,8,RIGHT,support_departure,depart_support_platform,normal,0.6062506108112653,0.6516722141809999,0.9260752458396713,0.6,0.4
teacher_real_micro_20260803_034023_674665/episode_01,8,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_04,18,LEFT,support_departure,depart_support_platform,normal,0.6565611463608857,0.9709891397030894,0.981074918842233,0.6,0.0
teacher_real_micro_20260803_034023_674665/episode_01,9,RIGHT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_04,15,LEFT,support_departure,depart_support_platform,normal,0.49407661733299335,0.24754820771166286,0.40120409120886646,0.6,1.0
teacher_real_micro_20260803_034023_674665/episode_01,10,RIGHT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_04,16,LEFT,support_departure,depart_support_platform,normal,0.5131861873567872,0.4089130056093393,0.40958905728461426,0.6,0.2
teacher_real_micro_20260803_034023_674665/episode_01,11,RIGHT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_10,9,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,0.42592017768101903,0.21655355932343837,0.9184249150443271,0.6,0.2
teacher_real_micro_20260803_034023_674665/episode_01,12,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_10,7,RIGHT,support_departure,depart_support_platform,normal,0.6156374929487585,1.0270160553273768,0.8185714193206879,0.4,0.2
teacher_real_micro_20260803_034023_674665/episode_01,13,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_10,8,RIGHT,support_departure,depart_support_platform,normal,0.6024624280741021,0.8032873532438833,1.004353880523443,0.2,0.2
teacher_real_micro_20260803_034023_674665/episode_01,14,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_08,38,LEFT,support_departure,depart_support_platform,spring,0.6711304998700027,0.6055159250843988,1.2186887625607983,0.2,0.4
teacher_real_micro_20260803_034023_674665/episode_01,17,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_04,13,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,0.3108619160367769,0.1601244704858873,0.7836400401975575,0.2,0.2
teacher_real_micro_20260803_034023_674665/episode_01,18,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_10,16,LEFT,support_departure,depart_support_platform,normal,0.08866827090740044,0.06310818532369572,0.7082461857958495,0.6,0.8
teacher_real_micro_20260803_034023_674665/episode_01,19,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_04,15,LEFT,support_departure,depart_support_platform,normal,0.2972417564689216,0.1757413835951015,0.6154894555278176,0.8,0.2
teacher_real_micro_20260803_034023_674665/episode_01,20,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_10,18,RIGHT,move,move_toward_safe_platform,normal,0.2889366981533416,0.679548786415074,0.6311319549596762,0.4,0.8
teacher_real_micro_20260803_034023_674665/episode_01,21,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_10,19,RIGHT,move,move_toward_safe_platform,normal,0.47005875912768214,0.7172996642788652,0.8788484343277476,0.2,0.0
teacher_real_micro_20260803_034023_674665/episode_01,22,LEFT,move,move_toward_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_10,17,RELEASE_ALL,brake,direction_change_brake,normal,0.42798572155993403,0.23776794488058467,0.7548138004194231,0.2,0.2
teacher_real_micro_20260803_034023_674665/episode_01,23,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_04,18,LEFT,support_departure,depart_support_platform,normal,0.44722172867874754,0.7531384089425348,0.8244242283172742,0.6,0.6
teacher_real_micro_20260803_034023_674665/episode_01,24,RIGHT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_09,80,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,0.4671438114346697,0.2595272345322845,0.7121136384416187,1.0,0.6
teacher_real_micro_20260803_034023_674665/episode_01,26,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,35,RIGHT,support_departure,depart_support_platform,normal,0.529655785433088,0.2866146040649353,0.9511923520520957,0.8,0.4
teacher_real_micro_20260803_034023_674665/episode_01,27,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_09,83,RIGHT,support_departure,depart_support_platform,normal,0.580236404222309,0.9056866193942394,0.9194186981285171,0.6,0.4
teacher_real_micro_20260803_034023_674665/episode_01,28,RIGHT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_09,85,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,0.52869229639723,0.29955828064334644,0.7810598245368768,0.4,0.4
teacher_real_micro_20260803_034023_674665/episode_01,29,RIGHT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,40,LEFT,support_departure,depart_support_platform,normal,0.7642906710092803,0.5595684456493378,0.5491518862853448,0.4,0.0
teacher_real_micro_20260803_034023_674665/episode_01,30,RIGHT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,48,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,0.6239597122838922,0.37516645044644065,0.9981925067323891,0.4,0.4
teacher_real_micro_20260803_034023_674665/episode_01,31,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_02,9,RIGHT,move,move_toward_safe_platform,normal,0.7496105561051641,1.3454120847766735,0.5914590601667382,0.6,0.2
teacher_real_micro_20260803_034023_674665/episode_01,32,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,49,LEFT,move,move_toward_safe_platform,normal,0.6975685186106516,0.3740804898848133,0.5671687013576308,1.0,0.4
teacher_real_micro_20260803_034023_674665/episode_01,34,LEFT,support_departure,depart_support_platform,flipping,teacher_real_micro_20260803_034023_674665/episode_02,14,RELEASE_ALL,aligned,aligned_with_safe_platform,flipping,0.8525205390202085,0.6834198294333611,1.0696606630059662,0.2,0.0
teacher_real_micro_20260803_034023_674665/episode_01,35,LEFT,support_departure,depart_support_platform,flipping,teacher_real_micro_20260803_034023_674665/episode_02,55,RELEASE_ALL,aligned,aligned_with_safe_platform,flipping,0.7338748459732717,0.37296713479183485,1.064087412212344,0.2,0.2
teacher_real_micro_20260803_034023_674665/episode_01,36,RELEASE_ALL,aligned,aligned_with_safe_platform,flipping,teacher_real_micro_20260803_034023_674665/episode_03,15,LEFT,move,move_toward_safe_platform,flipping,0.7395949659498012,0.3762672115739276,0.5757210618232149,0.6,0.6
teacher_real_micro_20260803_034023_674665/episode_01,37,LEFT,support_departure,depart_support_platform,spring,teacher_real_micro_20260803_034023_674665/episode_02,57,RIGHT,support_departure,depart_support_platform,normal,0.7561980795465598,0.4064831001904784,0.9087691716856952,0.6,0.8
teacher_real_micro_20260803_034023_674665/episode_01,38,RELEASE_ALL,aligned,aligned_with_safe_platform,spring,teacher_real_micro_20260803_034023_674665/episode_02,104,LEFT,support_departure,depart_support_platform,normal,0.9543296144146036,0.8981348335617142,1.3712547533516217,0.8,0.8
teacher_real_micro_20260803_034023_674665/episode_01,39,RELEASE_ALL,aligned,aligned_with_safe_platform,spring,teacher_real_micro_20260803_034023_674665/episode_03,20,LEFT,support_departure,depart_support_platform,flipping,1.107331405816538,1.2584181297123576,1.4981728530104361,0.8,0.8
teacher_real_micro_20260803_034023_674665/episode_01,40,RIGHT,special_escape,escape_special_contact,spring,teacher_real_micro_20260803_034023_674665/episode_09,119,LEFT,special_escape,escape_special_contact,spikes,1.3239598856146388,2.3338790216840817,2.0491862099484615,0.6,0.8
teacher_real_micro_20260803_034023_674665/episode_01,41,RIGHT,special_escape,escape_special_contact,spring,teacher_real_micro_20260803_034023_674665/episode_02,11,RELEASE_ALL,brake,direction_change_brake,flipping,1.2657379334362164,2.1333073659479522,2.825979200239698,0.6,0.2
teacher_real_micro_20260803_034023_674665/episode_01,42,RELEASE_ALL,aligned,aligned_with_safe_platform,conveyor,teacher_real_micro_20260803_034023_674665/episode_09,27,RIGHT,special_escape,escape_special_contact,spikes,1.2611663882550053,1.2271273292345426,2.3609551036663046,0.8,0.8
teacher_real_micro_20260803_034023_674665/episode_01,43,RELEASE_ALL,aligned,aligned_with_safe_platform,conveyor,teacher_real_micro_20260803_034023_674665/episode_09,28,RIGHT,special_escape,escape_special_contact,spikes,1.3227808574039224,2.358095327147688,2.4504570085693342,0.4,0.2
teacher_real_micro_20260803_034023_674665/episode_01,44,RELEASE_ALL,aligned,aligned_with_safe_platform,conveyor,teacher_real_micro_20260803_034023_674665/episode_02,13,LEFT,support_departure,depart_support_platform,flipping,1.2634678760682139,1.4430093298853515,1.629803774493083,0.4,0.6
teacher_real_micro_20260803_034023_674665/episode_01,45,RELEASE_ALL,aligned,aligned_with_safe_platform,flipping,teacher_real_micro_20260803_034023_674665/episode_06,73,RIGHT,special_escape,escape_special_contact,spikes,1.4968137638981756,1.0630707377451263,2.583440772281758,0.4,0.6
teacher_real_micro_20260803_034023_674665/episode_01,46,RELEASE_ALL,aligned,aligned_with_safe_platform,flipping,teacher_real_micro_20260803_034023_674665/episode_02,66,LEFT,support_departure,depart_support_platform,normal,1.626536714955535,1.6405599545343192,1.7002226277886385,0.6,0.6
teacher_real_micro_20260803_034023_674665/episode_01,47,RELEASE_ALL,aligned,aligned_with_safe_platform,flipping,teacher_real_micro_20260803_034023_674665/episode_06,19,RIGHT,special_escape,escape_special_contact,spring,1.7584796811370247,2.8002814078111955,2.9697325948187574,0.4,0.4
teacher_real_micro_20260803_034023_674665/episode_01,48,LEFT,launch,escape_launch_platform,conveyor,teacher_real_micro_20260803_034023_674665/episode_09,88,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,1.650164637986157,1.7917212535263936,2.724780960078376,0.8,0.8
teacher_real_micro_20260803_034023_674665/episode_01,49,LEFT,support_departure,depart_support_platform,flipping,teacher_real_micro_20260803_034023_674665/episode_06,19,RIGHT,special_escape,escape_special_contact,spring,1.6326979332633564,3.558270121262633,3.0052508699947187,0.6,0.6
teacher_real_micro_20260803_034023_674665/episode_01,50,RELEASE_ALL,aligned,aligned_with_safe_platform,flipping,teacher_real_micro_20260803_034023_674665/episode_03,18,LEFT,support_departure,depart_support_platform,normal,1.4867801578360444,1.4108810894527535,1.6227201085728902,0.8,1.0
teacher_real_micro_20260803_034023_674665/episode_01,51,RELEASE_ALL,aligned,aligned_with_safe_platform,flipping,teacher_real_micro_20260803_034023_674665/episode_03,36,LEFT,special_escape,escape_special_contact,spikes,1.5534876587995436,2.48744645283198,2.8722234711675996,0.8,0.4
teacher_real_micro_20260803_034023_674665/episode_01,52,RELEASE_ALL,aligned,aligned_with_safe_platform,flipping,teacher_real_micro_20260803_034023_674665/episode_06,25,LEFT,move,move_toward_safe_platform,normal,1.406761084867535,1.4202319032356823,1.0959239731419705,0.6,0.4
teacher_real_micro_20260803_034023_674665/episode_01,53,RELEASE_ALL,aligned,aligned_with_safe_platform,flipping,teacher_real_micro_20260803_034023_674665/episode_06,23,LEFT,support_departure,depart_support_platform,normal,1.5941559201586821,1.4404802106881165,1.7300253485182353,1.0,0.4
teacher_real_micro_20260803_034023_674665/episode_01,54,RIGHT,recovery,move_toward_recovery_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,26,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,1.6794135344001742,1.333036557445817,1.1123137362229696,0.8,1.0
teacher_real_micro_20260803_034023_674665/episode_01,55,RIGHT,recovery,move_toward_recovery_platform,normal,teacher_real_micro_20260803_034023_674665/episode_02,117,LEFT,support_departure,depart_support_platform,spring,1.7220328989382867,1.6707085767213754,1.874590367743271,0.8,0.6
teacher_real_micro_20260803_034023_674665/episode_01,56,RELEASE_ALL,recovery,aligned_with_recovery_platform,normal,teacher_real_micro_20260803_034023_674665/episode_02,170,RIGHT,support_departure,depart_support_platform,normal,1.6459180659968382,2.1383329988179973,2.3476560177883417,0.8,0.6
teacher_real_micro_20260803_034023_674665/episode_01,57,RELEASE_ALL,recovery,aligned_with_recovery_platform,normal,teacher_real_micro_20260803_034023_674665/episode_02,171,RIGHT,support_departure,depart_support_platform,normal,1.7117688758848866,2.353060268647634,2.4168544518874375,0.6,0.4
teacher_real_micro_20260803_034023_674665/episode_01,58,RIGHT,launch,escape_launch_platform,flipping,teacher_real_micro_20260803_034023_674665/episode_03,13,LEFT,support_departure,depart_support_platform,flipping,1.4836851425051243,0.9382962446925449,2.592707716811435,0.6,1.0
teacher_real_micro_20260803_034023_674665/episode_01,59,RELEASE_ALL,brake,direction_change_brake,spring,teacher_real_micro_20260803_034023_674665/episode_03,14,LEFT,support_departure,depart_support_platform,flipping,1.2096184525311036,2.4214603350720916,2.9036815127854307,0.6,0.8
teacher_real_micro_20260803_034023_674665/episode_01,60,LEFT,special_escape,escape_special_contact,spring,teacher_real_micro_20260803_034023_674665/episode_02,124,RIGHT,special_escape,escape_special_contact,spring,1.1731033873497685,1.8684335536227137,3.032636015795793,0.8,0.8
teacher_real_micro_20260803_034023_674665/episode_01,61,LEFT,special_escape,escape_special_contact,spring,teacher_real_micro_20260803_034023_674665/episode_02,125,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,1.333559688639404,3.072001890185965,3.2718320788421624,0.6,0.8
teacher_real_micro_20260803_034023_674665/episode_01,62,RELEASE_ALL,brake,direction_change_brake,spring,teacher_real_micro_20260803_034023_674665/episode_03,15,LEFT,move,move_toward_safe_platform,flipping,1.359318593861775,2.8469448744110313,4.705350411344577,1.0,0.2
teacher_real_micro_20260803_034023_674665/episode_01,63,LEFT,move,move_toward_deeper_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_02,15,RELEASE_ALL,aligned,aligned_with_safe_platform,flipping,1.4910517981390894,4.675573250349979,1.3774661151418983,0.4,0.4
teacher_real_micro_20260803_034023_674665/episode_01,64,RELEASE_ALL,brake,direction_change_brake,normal,teacher_real_micro_20260803_034023_674665/episode_03,16,LEFT,move,move_toward_safe_platform,flipping,1.4854077044150955,1.168153699375094,1.6763871038910385,0.8,0.6
teacher_real_micro_20260803_034023_674665/episode_01,65,RELEASE_ALL,recovery,aligned_with_recovery_platform,normal,teacher_real_micro_20260803_034023_674665/episode_02,133,LEFT,wall_guard,wall_guard_cooldown,spikes,1.4635421766240102,1.3188480370896583,2.5479495890397463,0.8,0.8
teacher_real_micro_20260803_034023_674665/episode_01,66,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_09,70,RELEASE_ALL,recovery,aligned_with_recovery_platform,normal,1.4288391907684002,1.1024349939537752,1.371463165561349,0.6,0.6
teacher_real_micro_20260803_034023_674665/episode_01,67,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,26,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,1.324019770208338,1.3225366427101526,1.2769366351458655,0.4,0.0
teacher_real_micro_20260803_034023_674665/episode_01,68,RELEASE_ALL,recovery,aligned_with_recovery_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,27,LEFT,support_departure,depart_support_platform,normal,0.825416909175784,1.0167348428932286,0.9200331756388787,0.8,0.8
teacher_real_micro_20260803_034023_674665/episode_01,69,RELEASE_ALL,recovery,aligned_with_recovery_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,28,LEFT,support_departure,depart_support_platform,normal,0.6991383026605009,0.8495048954909714,1.003293247291011,0.8,0.6
teacher_real_micro_20260803_034023_674665/episode_01,70,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,32,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,0.7659416023130838,0.5133773548546638,0.9013020009851268,0.6,1.0
teacher_real_micro_20260803_034023_674665/episode_01,71,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,32,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,0.9123013906612513,0.956365475208359,1.0759418248458412,0.8,0.2
teacher_real_micro_20260803_034023_674665/episode_01,72,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,37,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,0.8221564511770061,0.6061023187265506,1.0839069085899533,0.6,0.0
teacher_real_micro_20260803_034023_674665/episode_01,73,RELEASE_ALL,recovery,aligned_with_recovery_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,35,RIGHT,support_departure,depart_support_platform,normal,0.9099462171002564,0.6269349598006687,1.1281753645156056,0.6,0.4
teacher_real_micro_20260803_034023_674665/episode_01,74,RELEASE_ALL,recovery,aligned_with_recovery_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,33,RIGHT,support_departure,depart_support_platform,normal,1.060639017560509,0.6660171623485217,1.044725124891321,0.8,0.6
teacher_real_micro_20260803_034023_674665/episode_01,75,RELEASE_ALL,aligned,aligned_with_visible_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,33,RIGHT,support_departure,depart_support_platform,normal,0.858213158629219,0.5337189821555338,0.9008483589912497,1.0,0.6
teacher_real_micro_20260803_034023_674665/episode_01,76,RELEASE_ALL,aligned,aligned_with_visible_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,34,RIGHT,support_departure,depart_support_platform,normal,0.930741551442477,0.9284731544415161,1.0910408860533605,0.8,0.8
teacher_real_micro_20260803_034023_674665/episode_01,77,RELEASE_ALL,aligned,aligned_with_visible_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,35,RIGHT,support_departure,depart_support_platform,normal,1.0564855305265661,1.1418726669155668,1.30015189981605,0.6,0.8
teacher_real_micro_20260803_034023_674665/episode_01,78,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_09,114,RIGHT,support_departure,depart_support_platform,normal,0.7514054604149905,0.4968547052973934,0.5615736083220417,1.0,0.8
teacher_real_micro_20260803_034023_674665/episode_01,79,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_09,115,RIGHT,support_departure,depart_support_platform,normal,0.5872414829882531,0.4771065092781986,0.459304376747801,1.0,0.6
teacher_real_micro_20260803_034023_674665/episode_01,80,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_09,114,RIGHT,support_departure,depart_support_platform,normal,0.974304162395388,1.062417796207789,0.9839232691351081,0.4,0.2
teacher_real_micro_20260803_034023_674665/episode_01,81,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_09,114,RIGHT,support_departure,depart_support_platform,normal,1.0005768544676474,0.6938635130061628,1.001222753494139,0.4,0.0
teacher_real_micro_20260803_034023_674665/episode_01,82,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_09,114,RIGHT,support_departure,depart_support_platform,normal,1.1353602369901565,0.7148171732234168,1.1084785420437946,0.4,0.2
teacher_real_micro_20260803_034023_674665/episode_01,83,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_09,38,RIGHT,support_departure,depart_support_platform,normal,1.0873060848987022,0.6534979917827042,1.1194374205718451,0.6,0.2
teacher_real_micro_20260803_034023_674665/episode_01,86,RIGHT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_09,8,RELEASE_ALL,brake,direction_change_brake,spikes,0.6859655159518829,0.9976817386993814,2.3984365438144932,0.2,0.2
teacher_real_micro_20260803_034023_674665/episode_01,87,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_09,7,RIGHT,move,move_toward_safe_platform,normal,0.5547249155361913,0.4902553281893375,0.565928537755446,0.6,0.4
teacher_real_micro_20260803_034023_674665/episode_01,88,LEFT,special_escape,escape_special_contact,spikes,teacher_real_micro_20260803_034023_674665/episode_09,8,RELEASE_ALL,brake,direction_change_brake,spikes,0.5994880830993129,0.5890717594982382,0.9811690303403104,0.6,0.8
teacher_real_micro_20260803_034023_674665/episode_01,89,LEFT,special_escape,escape_special_contact,spikes,teacher_real_micro_20260803_034023_674665/episode_07,24,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,0.7408249230309483,1.861412619881179,1.9744177669381862,0.8,0.0
teacher_real_micro_20260803_034023_674665/episode_01,90,RELEASE_ALL,brake,direction_change_brake,spring,teacher_real_micro_20260803_034023_674665/episode_07,25,RIGHT,support_departure,depart_support_platform,flipping,0.9595101874857208,2.0520115734450854,3.788614908402111,0.6,0.8
teacher_real_micro_20260803_034023_674665/episode_01,91,RIGHT,wall_guard,wall_guard_inward,spring,teacher_real_micro_20260803_034023_674665/episode_09,56,LEFT,support_departure,depart_support_platform,conveyor,0.9329191807168994,4.027941398932022,7.018146152319865,0.8,0.0
teacher_real_micro_20260803_034023_674665/episode_01,92,RIGHT,wall_guard,wall_guard_cooldown,spring,teacher_real_micro_20260803_034023_674665/episode_09,5,RELEASE_ALL,aligned,aligned_with_visible_safe_platform,normal,1.1574608570460796,6.281297172103795,2.954269514903472,0.8,0.4
teacher_real_micro_20260803_034023_674665/episode_01,93,RIGHT,wall_guard,wall_guard_cooldown,spring,teacher_real_micro_20260803_034023_674665/episode_02,74,RELEASE_ALL,aligned,aligned_with_visible_safe_platform,normal,1.1336740410577986,2.8922032861007,2.694966088210963,0.2,0.4
teacher_real_micro_20260803_034023_674665/episode_01,94,RIGHT,wall_guard,wall_guard_cooldown,spring,teacher_real_micro_20260803_034023_674665/episode_09,53,RELEASE_ALL,recovery,aligned_with_recovery_platform,normal,0.8579755504792713,2.3855115961224036,2.4276787619648683,0.4,0.4
teacher_real_micro_20260803_034023_674665/episode_01,95,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_02,124,RIGHT,special_escape,escape_special_contact,spring,0.867033080160072,1.4452349496563843,3.7711738590441195,0.6,0.6
teacher_real_micro_20260803_034023_674665/episode_01,96,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_09,18,LEFT,recovery,move_toward_recovery_platform,normal,1.152270253921319,1.2146959737467893,0.8216188948296561,0.4,0.2
teacher_real_micro_20260803_034023_674665/episode_01,97,RIGHT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_10,4,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,0.9584624639063188,0.5463358507052533,1.005235894173253,0.8,1.0
teacher_real_micro_20260803_034023_674665/episode_01,98,RIGHT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_02,127,RELEASE_ALL,brake,direction_change_brake,normal,0.8484645252133197,0.6639232203479399,4.580498839789088,1.0,0.2
teacher_real_micro_20260803_034023_674665/episode_01,99,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_08,19,LEFT,support_departure,depart_support_platform,normal,0.4697564501611674,0.850477756009083,0.7173903865548167,0.6,0.2
teacher_real_micro_20260803_034023_674665/episode_01,100,LEFT,move,move_toward_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_08,4,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,0.5112254302613403,0.28507782081432126,0.478520676139666,0.6,1.0
teacher_real_micro_20260803_034023_674665/episode_01,101,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_08,5,RELEASE_ALL,aligned,aligned_with_visible_safe_platform,normal,0.47823726244946035,0.4614505617211126,0.7561996356771843,0.8,0.6
teacher_real_micro_20260803_034023_674665/episode_01,102,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_10,6,RELEASE_ALL,aligned,aligned_with_visible_safe_platform,normal,0.4441344522386375,0.7360300055929965,0.9411079969659993,0.4,0.0
teacher_real_micro_20260803_034023_674665/episode_01,103,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_10,17,RELEASE_ALL,brake,direction_change_brake,normal,0.4542743791709577,0.2842875840905235,1.2643883868889962,0.4,0.2
teacher_real_micro_20260803_034023_674665/episode_01,104,LEFT,support_departure,depart_support_platform,normal,teacher_real_micro_20260803_034023_674665/episode_10,17,RELEASE_ALL,brake,direction_change_brake,normal,0.510168872989358,0.29785734384745194,1.3007947532693471,0.2,0.2
teacher_real_micro_20260803_034023_674665/episode_01,105,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_04,18,LEFT,support_departure,depart_support_platform,normal,0.27230381700359424,0.1934938017726568,0.7874401273756262,0.8,0.8
teacher_real_micro_20260803_034023_674665/episode_01,106,RELEASE_ALL,aligned,aligned_with_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_04,19,LEFT,move,move_toward_safe_platform,normal,0.42555147503437357,0.8519701712066329,0.4754243070509996,0.6,0.4
teacher_real_micro_20260803_034023_674665/episode_01,107,RELEASE_ALL,aligned,aligned_with_visible_safe_platform,normal,teacher_real_micro_20260803_034023_674665/episode_06,33,RIGHT,support_departure,depart_support_platform,normal,0.42913178909183264,0.24153754934068655,0.6783708410364946,0.8,0.8
