scenario,step,action,x,y,vx,vy,support_floor,deepest_floor,events,terminal_reason,collision_diagnostic
M08_bottom,1,RELEASE_ALL,231.5,-9.3,0.0,-139.2,,0,[],bottom,"{""current_bottom"":-20.53333333333333,""current_platform_top"":-17.0,""decision"":""pass_through_no_horizontal_overlap"",""impact_player_bbox_x"":[219.5,243.5],""one_way_eligible"":true,""platform_bbox_x"":[72.81506999554071,168.8150699955407],""platform_floor"":2,""previous_bottom"":-18.32,""previous_platform_top"":-17.0,""reason"":""swept_top_crossing_outside_platform"",""relative_velocity_y"":-135.99999999999997,""time_of_impact"":0.0}"
